
2025/08/13 (01:19:33) | ===> btop++ v.1.4.0
2025/08/13 (01:19:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/08/13 (01:21:29) | ===> btop++ v.1.4.0
2025/08/13 (01:21:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/08/13 (01:49:38) | ===> btop++ v.1.4.0
2025/08/13 (01:49:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/08/13 (14:39:51) | ===> btop++ v.1.4.0
2025/08/13 (14:39:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/08/13 (14:44:28) | ===> btop++ v.1.4.0
2025/08/13 (14:44:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/08/13 (20:20:09) | ===> btop++ v.1.4.0
2025/08/13 (20:20:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/08/14 (01:48:36) | ===> btop++ v.1.4.0
2025/08/14 (01:48:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
